제목,언론사,날짜,링크
드론 1천대가 밤하늘을 밝혔다…현대차 새해맞이 드론쇼,연합뉴스,20210101,http://yna.kr/AKR20210101041100003?did=1195m
"[판 커진 전기차…누가 승자?] 현대차, 전기차 선점 ‘잰걸음’",SBS Biz,20210102,https://cnbc.sbs.co.kr/article_hub/10001007820?division=NAVER
"[단독] 주린이, 삼성SDI로 몰리나…현대차 배터리 공급후보 낙점",매일경제,20210103,http://news.mk.co.kr/newsRead.php?no=4287&year=2021
"현대차, 지난해 374만대 판매…""올해 목표는 416만대""",한국경제,20210104,https://www.hankyung.com/economy/article/202101045065g
"현대차, 中에 수소연료전지 생산기지 만든다",한국경제,20210105,https://www.hankyung.com/economy/article/2021010500541
"코로나19에 시달린 현대차, 작년 미국 판매 10% 줄어",한국경제,20210106,https://n.news.naver.com/article/015/0004478767?sid=103
"현대차·현대모비스, 아산공장 생산 재개",연합뉴스,20210107,https://n.news.naver.com/article/001/0012126696?sid=101
현대차·애플 손잡나…'애플카' 협력 기대감에 업계·시장 출렁,연합뉴스,20210108,http://yna.kr/AKR20210108084100003?did=1195m
현대차-애플 ‘달리는 IT기기’ 큰 그림… 전기차 혁명 가속화,동아일보,20210109,https://www.donga.com/news/article/all/20210109/104840444/1
현대차 '철탑 농성' 최병승씨 임금소송 2심도 승소,연합뉴스,20210110,https://n.news.naver.com/article/001/0012130264?sid=102
"현대차 아산공장 가동 일시 중단…""직원중 확진자 발생""",한국경제,20210111,https://www.hankyung.com/economy/article/2021011170667
"美시장서 인정받은 현대차 아반떼, 북미 올해의 차 수상 쾌거",아시아경제,20210112,https://view.asiae.co.kr/article/2021011210061894855
"[단독]현대차 디젤엔진 개발 중단, 내연기관 엔진개발 접는다",머니투데이,20210113,http://news.mt.co.kr/mtview.php?no=2021011209031670903
"현대차, 더 뉴 코나 2.0 가솔린 모델 출시…1천962만원부터",연합뉴스,20210114,https://n.news.naver.com/article/001/0012139239?sid=101
"현대차, 中 수소연료전지시스템 사업 시동",서울경제,20210115,https://www.sedaily.com/NewsView/22H9M22QBZ
[K 전기차 러브콜…현대차의 선택은?] 금 사과? 썩은 사과?,SBS Biz,20210116,https://biz.sbs.co.kr/article_hub/20000000627?division=NAVER
"현대차·기아, 작년 전 세계서 친환경차 50만대 이상 판매",조선비즈,20210117,https://biz.chosun.com/site/data/html_dir/2021/01/17/2021011700225.html?utm_source=naver&utm_medium=original&utm_campaign=biz
"정의선 현대차 회장 사들인 800억 주식, 3배로 불어 나",한국경제TV,20210118,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202101180020&t=NN
"현대차·기아, 지난해 유럽시장서 처음으로 연간 점유율 7% 달성",조선비즈,20210119,https://biz.chosun.com/site/data/html_dir/2021/01/19/2021011902814.html?utm_source=naver&utm_medium=original&utm_campaign=biz
"현대차, 상용차 부문 글로벌 콘퍼런스 'HTDF' 개최",뉴시스,20210120,https://n.news.naver.com/article/003/0010304365?sid=101
"현대차, 국내최대 전기차 충전소 'EV 스테이션 강동' 개소",뉴스1,20210121,https://www.news1.kr/articles/?4187696
국산차 2년 연속 '수출왕' 오른 현대차 SUV는,매일경제,20210122,https://n.news.naver.com/article/009/0004737742?sid=103
"현대차 '코나' 대구서 충전 중 화재...""15대째 불타""",조선비즈,20210123,https://biz.chosun.com/site/data/html_dir/2021/01/23/2021012301065.html?utm_source=naver&utm_medium=original&utm_campaign=biz
리콜 받았는데도 불난 코나EV…현대차 전동화 전략에 변수 될까,연합뉴스,20210124,http://yna.kr/AKR20210124023100003?did=1195m
현대차에 '달이' 떴다...영업현장에 인공지능 로봇 투입,파이낸셜뉴스,20210125,http://www.fnnews.com/news/202101250837039065
"현대차, 작년 영업익 2조7천813억원…전년보다 23% 감소(종합)",연합뉴스,20210126,https://n.news.naver.com/article/001/0012163615?sid=101
"현대차, 리콜 코나EV 화재에 적극대응…""책임 다할 것""",뉴시스,20210127,http://www.newsis.com/view/?id=NISX20210127_0001319502&cID=13001&pID=13000
[단독]현대차에 삼성 OLED… ‘현-삼 동행’ 속도낸다,동아일보,20210128,https://n.news.naver.com/article/020/0003335279?sid=101
"현대차, 세계 첫 UAM 공항 '에어원' 영국에 공동건설",조선비즈,20210129,https://biz.chosun.com/site/data/html_dir/2021/01/29/2021012902394.html?utm_source=naver&utm_medium=original&utm_campaign=biz
현대차는 왜 삼성 OLED를 선택했나…디스플레이 키우는 차들 [김도형 기...,동아일보,20210130,https://www.donga.com/news/article/all/20210130/105193565/1
현대차 우편물 관리 협력업체 직원들 직접 고용 소송 기각,연합뉴스,20210131,http://yna.kr/AKR20210129144900057?did=1195m
"[단독] 현대차-SK, 20조원 규모 전기차 배터리 동맹",한국일보,20210201,https://hankookilbo.com/News/Read/A2021013110320003327?did=NA
[단독] 현대차 부장이 산업부 ‘미래차과’ 간부로…이해충돌 우려,한겨레,20210202,http://www.hani.co.kr/arti/economy/economy_general/981407.html
"현대차·기아, 연초부터 美 판매 늘리며 순조롭게 출발",조선비즈,20210203,https://n.news.naver.com/article/366/0000664577?sid=103
"현대차 서비스 노사, 취약아동 위해 투싼 하이브리드 3대 기증",뉴시스,20210204,http://www.newsis.com/view/?id=NISX20210204_0001329242&cID=13001&pID=13000
"'30초에 60억' 슈퍼볼 광고, 현대차 빠지고 로빈후드 띄운다",한국경제,20210205,https://n.news.naver.com/article/015/0004495566?sid=104
현대차 미국 공장 물량 '7만 대' 국내서 생산,MBC,20210206,https://imnews.imbc.com/replay/2021/nwdesk/article/6080758_34936.html
현대차에 뿔난 애플…협상 멈추나,한겨레,20210207,http://www.hani.co.kr/arti/economy/economy_general/982212.html
'애플카 협력 중단'…현대차·기아 시총 9조 증발,JTBC,20210208,https://news.jtbc.joins.com/article/article.aspx?news_id=NB11991560
현대차 ‘애플 쇼크’…그룹 시총 13조 증발,서울신문,20210209,https://n.news.naver.com/article/081/0003162429?sid=101
"현대차, 고비 넘겼지만…""정부, 車 반도체 물량 확보해야""",한국경제,20210210,https://www.hankyung.com/economy/article/202102109277g
현대차 부인에도 애플에 기대는 개미…개인들 연일 '사자',조선비즈,20210211,https://n.news.naver.com/article/366/0000668416?sid=101
"[단독] ""전기차로 日 잡는다""…현대차, 아이오닉5로 설욕전",한국경제,20210212,https://n.news.naver.com/article/015/0004498270?sid=103
"'애플카' 중단 현대차株…증권가는 ""저가 매수 기회""",뉴시스,20210213,https://n.news.naver.com/article/003/0010342099?sid=101
"금융당국, 애플카 관련 현대차 임원들 주식거래 조사할까",연합뉴스,20210214,https://n.news.naver.com/article/001/0012200078?sid=101
"콘솔이 앞뒤로 움직인다…현대차, 아이오닉 5 내부 공간 공개",한국경제,20210215,https://www.hankyung.com/economy/article/202102156923i
코나 EV 이어 현대차 전기 시내버스도 불,TV조선,20210216,https://n.news.naver.com/article/448/0000319052?sid=101
돌파구 못 찾는 현대차 중고차시장 진출…중고차업계 '반발',연합뉴스,20210217,http://yna.kr/AKR20210217143100003?did=1195m
"[단독] 현대차, ‘일렉시티2’에 ‘SK배터리’ 쓴다…올 8월 출시",SBS Biz,20210218,https://biz.sbs.co.kr/article_hub/20000004589?division=NAVER
"현대차, 이사회서 ESG 직접 챙긴다",파이낸셜뉴스,20210219,http://www.fnnews.com/news/202102190930585918
현대차 전주공장 5명 확진…직원 250명 검사,머니투데이,20210220,http://news.mt.co.kr/mtview.php?no=2021022017312637954
현대차 '글로벌 기업' 만든 정몽구 회장…경영서 완전히 손 뗀다,한국경제,20210221,https://www.hankyung.com/economy/article/2021022127497
"현대차 물량 휩쓴 中 배터리업체, 머스크도 놀란 기술 갖고 있었다",조선일보,20210222,https://www.chosun.com/economy/auto/2021/02/22/MLSFF7BXS5AWBA5ZUMOOKBBO4I/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
현대차의 명운 걸린 아이오닉5 첫 공개,KBS,20210223,https://n.news.naver.com/article/056/0010994869?sid=101
현대차 코나 EV 배터리 전량 교체한다,조선일보,20210224,https://www.chosun.com/national/national_general/2021/02/24/56IFFOA5P5DVDMCQBCTNPANHZM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
현대차 2021 포터II 출시...1705만원부터,조선비즈,20210225,https://biz.chosun.com/site/data/html_dir/2021/02/25/2021022500803.html?utm_source=naver&utm_medium=original&utm_campaign=biz
현대차 첫 전용 전기차 아이오닉5 사전계약 2만대 '대박',매일경제,20210226,http://news.mk.co.kr/newsRead.php?no=189955&year=2021
"전세계 반도체 대란, 테슬라도 멈췄지만 현대차는 정상가동",뉴스1,20210227,https://n.news.naver.com/article/421/0005192006?sid=104
현대차 아이오닉5 유럽서도 '돌풍'…사전계약 '완판',이데일리,20210228,https://n.news.naver.com/article/018/0004863931?sid=101
"[단독]""정몽구→정의선"" 현대차, 공정위에 총수 변경 요청",머니투데이,20210301,http://news.mt.co.kr/mtview.php?no=2021030114444728976
"현대차, 중국 광저우에서 수소연료전지 생산한다",조선비즈,20210302,https://biz.chosun.com/site/data/html_dir/2021/03/02/2021030200899.html?utm_source=naver&utm_medium=original&utm_campaign=biz
"현대차, 2월 미국 판매 8.8% 감소",조선비즈,20210303,https://biz.chosun.com/site/data/html_dir/2021/03/03/2021030301368.html?utm_source=naver&utm_medium=original&utm_campaign=biz
"현대차-LG에너지, 1조원대 코나EV 리콜비용 3대 7로 분담한다(종합3보)",연합뉴스,20210304,http://yna.kr/AKR20210304150152003?did=1195m
현대車 코나EV 리콜비 LG가 70% 낸다,서울신문,20210305,https://www.seoul.co.kr/news/newsView.php?id=20210305019020&wlog_tag3=naver
반도체 부족 현대차 울산공장 특근 일부 취소,KBS,20210306,https://n.news.naver.com/article/056/0011001802?sid=101
"'승승장구' 현대차 넥쏘, 국내 판매 36% 늘어…누적 1만1천417대",연합뉴스,20210307,https://n.news.naver.com/article/001/0012243793?sid=101
6월 말부터 삼성·현대차 등 금융복합기업 감독 본격화,연합뉴스,20210308,http://yna.kr/AKR20210308058900002?did=1195m
"현대차, 연내 도심항공모빌리티 美법인 출범",조선비즈,20210309,https://biz.chosun.com/site/data/html_dir/2021/03/09/2021030902979.html?utm_source=naver&utm_medium=original&utm_campaign=biz
"[단독]현대차, 버스생산 일시중단 ""코로나 탓 재고조절""",아시아경제,20210310,https://n.news.naver.com/article/277/0004862301?sid=101
