제목,언론사,날짜,링크
"[2020 신년사]조용병 신한금융지주 회장 ""올해는 일류신한 향한 새로운...",아시아투데이,20200102,http://www.asiatoday.co.kr/view.php?key=20200102010000802
"[은행 테마 오후 시황] 상승률 상위 종목, KB금융 +1.50%·JB금융지주 +0...",공감신문,20200103,http://www.gokorea.kr/news/articleView.html?idxno=620535
[핫한 금융]첫 출근 10분만에 발길 돌린 기업은행장,이데일리,20200104,http://www.edaily.co.kr/news/newspath.asp?newsid=01603926625634440
"신한금융지주 회장 3년 더 조용병, 일류 내걸고 외부에서 새 길 찾는다",비즈니스포스트,20200105,http://www.businesspost.co.kr/BP?command=article_view&num=158110
[업앤다운]은행주 전종목 하락…신한지주 리드코프↓,NSP통신,20200106,http://www.nspna.com/news/?mode=view&newsid=403483
"신한금융지주 리딩뱅크 올해도 지킬까, 인수합병 쉽지 않아 장담 못해",비즈니스포스트,20200107,http://www.businesspost.co.kr/BP?command=article_view&num=158465
1월 8일 신한지주주식시황 -2.22% 변동,공감신문,20200108,http://www.gokorea.kr/news/articleView.html?idxno=624465
1월 9일 신한지주종목정보 0.36% 변동,공감신문,20200109,http://www.gokorea.kr/news/articleView.html?idxno=626476
"신한지주, 10일 -1.54%변동…오늘시세",공감신문,20200110,http://www.gokorea.kr/news/articleView.html?idxno=628510
"[위클리M&A]국민연금, BNK금융 최대주주로 등극…배당확대 기대",이데일리,20200111,http://www.edaily.co.kr/news/newspath.asp?newsid=01334966625636736
"[서경스타즈IR] 신한금융지주, 비은행·글로벌 두 날개로 '일류신한' 飛...",서울경제,20200112,https://www.sedaily.com/NewsView/1YXM9UI0VN
"[은행 업종 13시 현재 주식시황] 상승률 상위 종목, 신한지주 300원(+0.73...",와이드경제,20200113,https://www.widedaily.com/news/articleView.html?idxno=157047
"신한지주, 서울 중구와 '동네 나눔밥집' 사업 시행",뉴스토마토,20200114,http://www.newstomato.com/ReadNews.aspx?no=945661
[업앤다운]은행주 하락…신한지주↓ 하나금융지주↑,NSP통신,20200115,http://www.nspna.com/news/?mode=view&newsid=405281
'라임 벙커'에 빠진 신한…1조1000억 물려 지주사 中 최대,아시아경제,20200116,https://view.asiae.co.kr/article/2020011609411915562
"[금융업계기상도]BNK금융지주 ‘맑음’, 신한지주 우리금융지주 ‘비’",NSP통신,20200117,http://www.nspna.com/news/?mode=view&newsid=405830
"은행株 희비, 나는 KB·기는 우리·신한금융",쿠키뉴스,20200118,http://www.kukinews.com/news/article.html?no=739032
"우리·신한금융지주, 22일 미래가 결정된다",FETV,20200119,http://www.fetv.co.kr/news/article.html?no=45487
"[은행 업종 오후 시황] 상승률 상위 종목, 우리금융지주 +2.82%·신한지주...",공감신문,20200120,http://www.gokorea.kr/news/articleView.html?idxno=640866
신한지주 자기주식 처분 결정,국민일보,20200121,http://news.kmib.co.kr/article/view.asp?arcid=0014153849&code=61141211&cp=nv
[속보] ‘채용 비리’ 조용병 신한금융지주 회장 1심 집행유예,한겨레,20200122,http://www.hani.co.kr/arti/society/society_general/925364.html
[인사] 신한금융지주·신한은행,연합뉴스,20200123,http://yna.kr/AKR20200123049700002?did=1195m
24일 은행 업종시황 신한지주+0.49%,내외경제tv,20200124,http://nbntv.co.kr/news/view/827588
[표](23일현재) 거래금액 코스피 Top 20 (전거래일 현재),파이낸셜포스트,20200125,http://www.fintechpost.co.kr/news/articleView.html?idxno=99748
"[주간 은행 업종 리포트] 1월 4주차 우리금융지주, 하나금융지주, JB금융...",내외경제tv,20200126,http://nbntv.co.kr/news/view/829710
"[단독]'라임 쇼크' 신한지주, 이사회 열어 논의",머니투데이,20200127,http://news.mt.co.kr/mtview.php?no=2020012712115062663
"신한지주(055550), 28일 -2.79%변동폭 보여",공감신문,20200128,http://www.gokorea.kr/news/articleView.html?idxno=651208
"신한지주, 강화학습 AI기술 적용된 투자상품 출시",뉴스토마토,20200129,http://www.newstomato.com/ReadNews.aspx?no=948290
"신한지주, 오렌지라이프 100% 자회사 편입…보험 위상 커진다",디지털타임스,20200130,http://www.dt.co.kr/contents.html?article_no=2020013002109958054002&ref=naver
"[★주식인사이드] 신한지주, 주가 40,200원(1월 31일 9시 0분 기준)",뉴스인사이드,20200131,http://www.newsinside.kr/news/articleView.html?idxno=1060534
"[금융업계기상도] KB금융 ‘비 온 뒤 갬’, 신한지주 우리금융 ‘비’",NSP통신,20200201,http://www.nspna.com/news/?mode=view&newsid=408330
"신한지주, 신종 코로나 바이러스 피해 지원 실시",뉴스토마토,20200202,http://www.newstomato.com/ReadNews.aspx?no=949172
은행 업종 신한지주+0.64%,내외경제tv,20200203,http://nbntv.co.kr/news/view/841513
신한금융지주 6일 회사채 3·5·10년물 2000억 발행,이투데이,20200204,http://www.etoday.co.kr/news/section/newsview.php?idxno=1852315
신한금융 작년 순익 3조4035억원…지주 설립 이후 최대,뉴스1,20200205,http://news1.kr/articles/?3834343
"[Hot-Line] ""신한지주, 과도한 주가하락…저가매수 기회""",매일경제,20200206,http://news.mk.co.kr/newsRead.php?no=121435&year=2020
4대 금융지주 순익 11조원 돌파…신한 2년 연속 리딩지주,뉴스1,20200207,http://news1.kr/articles/?3836770
"조용병호(號) 신한금융, KB금융 제쳤다…M&A 전략이 승부수",더팩트,20200208,http://news.tf.co.kr/read/economy/1779895.htm
"[주간 채권발행] 신한-KB-우리지주, 자본확충 러시",이코노믹리뷰,20200209,http://www.econovill.com/news/articleView.html?idxno=385040
2019년 성적표 받은 금융지주…비은행 부문 '신한금융' 선두[이슈+],한국경제,20200210,https://www.hankyung.com/economy/article/2020021026216
[Who Is ?] 조용병 신한금융지주 대표이사 회장,비즈니스포스트,20200211,http://www.businesspost.co.kr/BP?command=article_view&num=163283
"<코스피> 2020년 02월 12일, 신한지주(055550) 주식시황",경상일보,20200212,http://www.ksilbo.co.kr/news/articleView.html?idxno=752717
"신한지주(055550), 13일 -0.52%변동",공감신문,20200213,http://www.gokorea.kr/news/articleView.html?idxno=665432
"[은행 업종 오후 시황] 상승률 상위 종목, JB금융지주 +0.57%·신한지주 ...",공감신문,20200214,http://www.gokorea.kr/news/articleView.html?idxno=667124
"[14일 외국인 순매도 Top 10] KODEX 200 638억, SK 63억, 신한지주 59억, S...",파이낸셜포스트,20200215,http://www.fintechpost.co.kr/news/articleView.html?idxno=101365
'카메라 대장'은 파트론이었는데…엠씨넥스가 뒤집은 까닭,한국경제,20200216,https://www.hankyung.com/finance/article/202002146776i
"주식추천주 신한지주 주가 17일 현재 37,150원",내외경제tv,20200217,http://nbntv.co.kr/news/view/850284
"하나금투 ""신금투 때문에 신한지주 2000억 피해 예상""",뉴시스,20200218,http://www.newsis.com/view/?id=NISX20200218_0000922341&cID=10401&pID=10400
라임사태에 은행·증권주 ‘날벼락’…신한지주·대신證 15%↓,뉴스웨이,20200219,http://www.newsway.co.kr/news/view?tp=1&ud=2020021915102899209
